asset_id,asset_type,status,canonical_location,depends_on,notes
TGCV-CORE-001,scientific_core,CURRENT,01_SCIENTIFIC_CORE/,TR131;DOPS21;DOPS22;DOPS23;C-01,Core unchanged
CLAIM-MATRIX,current_claim_control,CURRENT,00_GOVERNANCE/EVIDENCE_TO_CLAIM_MATRIX_CURRENT.md,EXT-UPD-4.3;EXT-UPD-4.5;EXT-UPD-4.6;EXT-UPD-4.8;EXT-UPD-4.9;TR-132,No epistemic upgrade
TR-132,methodological_test,CURRENT-DESIGN-ONLY,00_GOVERNANCE/TR-132_TACC_OPERATIONAL_IDENTIFIABILITY_TEST_v0.1.md,TR131;D-OPS-24,Design registered; empirical Rust execution not authorized
TR-132-PROTOCOL,methodological_protocol,CURRENT-DESIGN-ONLY,00_GOVERNANCE/TR-132_EXECUTABLE_PROTOCOL_v0.1.md,TR-132;TR-132-REQ,Executable L1-L4 ladder; methodological execution completed only for MOD-1 fixture
TR-132-REQ,methodological_matrix,CURRENT-DESIGN-ONLY,00_GOVERNANCE/TR-132_CLAIM_IDENTIFIABILITY_REQUIREMENTS_MATRIX_v0.1.md,TR-132,Claim-specific minimum identifiability levels; no epistemic upgrade
TR-132-AUTH,governance_authorization,CURRENT,00_GOVERNANCE/TR-132_EXECUTION_AUTHORIZATION_v0.1.md,TR-132;TR-132-PROTOCOL;TR-132-REQ,Package instantiation authorization; MOD-1 execution separately authorized and closed
TR-132-G0,candidate_admission_gate,CURRENT,00_GOVERNANCE/TR-132_G0_CANDIDATE_OPERATIONALIZATION_ADMISSION_v0.1.md,TR-132-PACKAGE;TR-132-AUTH,Rust not admitted at accessibility boundary
TR-132-MOD-1,methodological_design,CURRENT-DESIGN-ONLY,00_GOVERNANCE/TR-132-MOD-1_TACC_OPERATIONALIZATION_FIXTURE_DESIGN_v0.1.md,TR-132-G0,Controlled fixture design; execution closed as bounded methodological PASS
TR-132-MOD-1-AUDIT,design_audit,CURRENT,00_GOVERNANCE/TR-132-MOD-1_DESIGN_AUDIT_AND_FIXTURE_SCHEMA_v0.1.md,TR-132-MOD-1,Design audit PASS; schema frozen
TR-132-MOD-1-PACKAGE,execution_package_specification,CURRENT-DESIGN-ONLY,00_GOVERNANCE/TR-132-MOD-1_CONCRETE_EXECUTION_PACKAGE_SPECIFICATION_v0.1.md,TR-132-MOD-1-AUDIT,Package design specified; frozen package executed under separate authorization
TR-132-MOD-1-INSTANTIATION,fixture_instantiation,CURRENT-FROZEN-DESIGN,00_GOVERNANCE/TR-132-MOD-1_FIXTURE_INSTANTIATION_AND_FREEZE_v0.1.md,TR-132-MOD-1-PACKAGE,Exact synthetic fixture frozen; execution subsequently authorized and closed
TR-132-MOD-1-INST-IMPACT,governance_impact,CURRENT,00_GOVERNANCE/impact/TR-132-MOD-1_FIXTURE_INSTANTIATION_IMPACT_ASSESSMENT_v0.1.md,TR-132-MOD-1-INSTANTIATION,No scientific claim change
TR-132-MOD-1-RESULT-TEMPLATE,execution_result_template,FROZEN-DESIGN,00_GOVERNANCE/TR-132-MOD-1_EXECUTION_RESULT_AND_STOP_RULES_v0.2.md,TR-132-MOD-1-INSTANTIATION,Result schema and stop rules; execution result registered separately
D-OPS-24,gate,CLOSED-BOUNDED-SEARCH,00_GOVERNANCE/D-OPS-24_DIRECTED_DOCUMENTARY_ACCESSIBILITY_SEARCH_PROTOCOL_v0.1.md,EXT-UPD-4.9,Search completed; no documentary PASS
EXT-UPD-4.9,strategic_disposition,CURRENT,00_GOVERNANCE/EXT-UPD-4.9_STRATEGIC_DISPOSITION_INDUSTRIAL_APPLICABILITY_RESULT_v0.1.md,EXT-UPD-4.8;D-OPS-24,Industrial Track PROPOSED; no industrial execution authorization
INDUSTRIAL-TRACK,application_research_line,PROPOSED,00_GOVERNANCE/INDUSTRIAL_TRACK/,EXT-UPD-4.9,Design/preparation only; case-level routing performed under canonical IT-G0/IT-G1/IT-G2 gates; no utility PASS
INDUSTRIAL-TRACK-PROTOCOL,governance_methodology,CURRENT-OPERATIVE-DOCUMENTARY-ONLY,00_GOVERNANCE/INDUSTRIAL_TRACK/INDUSTRIAL_TRACK_NORMATIVE_OPERATIONAL_SPECIFICATION_DISCOVERY_PROTOCOL_v0.1.md,INDUSTRIAL-TRACK;EXT-UPD-4.9,Bounded normative/operational specification documentary discovery protocol; industrial execution not authorized
